label,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16,data_17,data_18,data_19,data_20,data_21,data_22,data_23,data_24,data_25,data_26,data_27,data_28,data_29,data_30,data_31,data_32,data_33,data_34,data_35,data_36,data_37,data_38,data_39,data_40,data_41
0,0.0,0.4144933819770813,0.08855891227722168,0.385783314704895,0.1654512882232666,0.3455086350440979,0.23090878129005432,0.34493178129196167,0.2850797772407532,0.36215633153915405,0.11198368668556213,0.1439763903617859,0.162403404712677,0.060674071311950684,0.21518787741661072,0.01834145188331604,0.26699572801589966,0.0,0.07692775130271912,0.1328434944152832,0.20017430186271667,0.2086619734764099,0.16162309050559998,0.2746211886405945,0.11586958169937134,0.2804281711578369,0.050108909606933594,0.1562480330467224,0.16118702292442322,0.2538341283798218,0.1209774911403656,0.306676983833313,0.08117321133613586,0.2956240773200989,0.03040964901447296,0.19820952415466309,0.11871710419654846,0.27764731645584106,0.09390300512313843,0.3200652599334717,0.05681800842285156,0.3142581582069397
0,0.0,0.4113052487373352,0.08494836091995239,0.39040589332580566,0.15760377049446106,0.3545743227005005,0.2213296890258789,0.35314130783081055,0.2728714346885681,0.3647788166999817,0.10354989767074585,0.1483595371246338,0.15259167551994324,0.0659099817276001,0.2065024971961975,0.020445704460144043,0.25858014822006226,0.0,0.07013708353042603,0.1343069076538086,0.19123536348342896,0.21448951959609985,0.15122699737548828,0.27869588136672974,0.10922539234161377,0.27025794982910156,0.04364094138145447,0.1551058292388916,0.15546780824661255,0.2548036575317383,0.11311891674995422,0.3077505826950073,0.07306578755378723,0.2924826741218567,0.024401530623435974,0.1934642791748047,0.111784428358078,0.2785470485687256,0.08457416296005249,0.32234084606170654,0.04589271545410156,0.3168812394142151
0,0.0,0.4113052487373352,0.08494836091995239,0.39040589332580566,0.15760377049446106,0.3545743227005005,0.2213296890258789,0.35314130783081055,0.2728714346885681,0.3647788166999817,0.10354989767074585,0.1483595371246338,0.15259167551994324,0.0659099817276001,0.2065024971961975,0.020445704460144043,0.25858014822006226,0.0,0.07013708353042603,0.1343069076538086,0.19123536348342896,0.21448951959609985,0.15122699737548828,0.27869588136672974,0.10922539234161377,0.27025794982910156,0.04364094138145447,0.1551058292388916,0.15546780824661255,0.2548036575317383,0.11311891674995422,0.3077505826950073,0.07306578755378723,0.2924826741218567,0.024401530623435974,0.1934642791748047,0.111784428358078,0.2785470485687256,0.08457416296005249,0.32234084606170654,0.04589271545410156,0.3168812394142151
0,0.0,0.4086398482322693,0.07738161087036133,0.3908572793006897,0.1454276442527771,0.35389143228530884,0.21061021089553833,0.35275596380233765,0.2648640275001526,0.36596381664276123,0.09281009435653687,0.1498456597328186,0.14112886786460876,0.06677234172821045,0.1945817470550537,0.02241748571395874,0.24658921360969543,0.0,0.059618860483169556,0.1357940435409546,0.17702308297157288,0.21543645858764648,0.13488686084747314,0.2793487310409546,0.09168025851249695,0.2733054757118225,0.03305178880691528,0.15626168251037598,0.1420014500617981,0.25612401962280273,0.09800636768341064,0.3072410225868225,0.057320743799209595,0.2915645241737366,0.012356817722320557,0.194097101688385,0.09952056407928467,0.278056263923645,0.07023677229881287,0.3206130862236023,0.02919265627861023,0.3128654360771179
0,0.0,0.40989404916763306,0.07922664284706116,0.39324432611465454,0.14698320627212524,0.3572637438774109,0.2114613950252533,0.3555540442466736,0.26330217719078064,0.36634504795074463,0.09334626793861389,0.15124201774597168,0.13794869184494019,0.07093876600265503,0.19039705395698547,0.024806320667266846,0.24171987175941467,0.0,0.05953413248062134,0.138435959815979,0.1769648790359497,0.21525263786315918,0.1332537829875946,0.278878390789032,0.09075471758842468,0.27052581310272217,0.031795889139175415,0.16025996208190918,0.1435028612613678,0.25805598497390747,0.09910619258880615,0.30954962968826294,0.06060144305229187,0.29179781675338745,0.010987341403961182,0.2005203366279602,0.10110515356063843,0.2830623388290405,0.07006216049194336,0.3251994848251343,0.028529495000839233,0.31582409143447876
0,0.0,0.40989404916763306,0.07922664284706116,0.39324432611465454,0.14698320627212524,0.3572637438774109,0.2114613950252533,0.3555540442466736,0.26330217719078064,0.36634504795074463,0.09334626793861389,0.15124201774597168,0.13794869184494019,0.07093876600265503,0.19039705395698547,0.024806320667266846,0.24171987175941467,0.0,0.05953413248062134,0.138435959815979,0.1769648790359497,0.21525263786315918,0.1332537829875946,0.278878390789032,0.09075471758842468,0.27052581310272217,0.031795889139175415,0.16025996208190918,0.1435028612613678,0.25805598497390747,0.09910619258880615,0.30954962968826294,0.06060144305229187,0.29179781675338745,0.010987341403961182,0.2005203366279602,0.10110515356063843,0.2830623388290405,0.07006216049194336,0.3251994848251343,0.028529495000839233,0.31582409143447876
0,0.0,0.4094952344894409,0.082490473985672,0.38693737983703613,0.1537126898765564,0.34963786602020264,0.21696320176124573,0.34825772047042847,0.2686682343482971,0.36055314540863037,0.09801045060157776,0.1438857913017273,0.14489087462425232,0.06459134817123413,0.19903454184532166,0.02067217230796814,0.2513227164745331,0.0,0.06492021679878235,0.1326669454574585,0.1848265826702118,0.2162376046180725,0.1396838128566742,0.2790025472640991,0.0958017110824585,0.2702658176422119,0.037444084882736206,0.15578621625900269,0.14795953035354614,0.25835150480270386,0.10174620151519775,0.30940645933151245,0.06218823790550232,0.2925407290458679,0.016265898942947388,0.1968056559562683,0.10579904913902283,0.27900415658950806,0.07532313466072083,0.32002830505371094,0.03416949510574341,0.312186598777771
0,0.0,0.4094952344894409,0.082490473985672,0.38693737983703613,0.1537126898765564,0.34963786602020264,0.21696320176124573,0.34825772047042847,0.2686682343482971,0.36055314540863037,0.09801045060157776,0.1438857913017273,0.14489087462425232,0.06459134817123413,0.19903454184532166,0.02067217230796814,0.2513227164745331,0.0,0.06492021679878235,0.1326669454574585,0.1848265826702118,0.2162376046180725,0.1396838128566742,0.2790025472640991,0.0958017110824585,0.2702658176422119,0.037444084882736206,0.15578621625900269,0.14795953035354614,0.25835150480270386,0.10174620151519775,0.30940645933151245,0.06218823790550232,0.2925407290458679,0.016265898942947388,0.1968056559562683,0.10579904913902283,0.27900415658950806,0.07532313466072083,0.32002830505371094,0.03416949510574341,0.312186598777771
0,0.0,0.4064965844154358,0.08301228284835815,0.3819977045059204,0.15379759669303894,0.3440735936164856,0.2177313268184662,0.343464195728302,0.2722518742084503,0.35391294956207275,0.09900674223899841,0.14397048950195312,0.14769604802131653,0.061341285705566406,0.20201870799064636,0.019293546676635742,0.253648042678833,0.0,0.06679141521453857,0.13359218835830688,0.18466752767562866,0.205624520778656,0.14175349473953247,0.2653987407684326,0.09882718324661255,0.258083701133728,0.04101571440696716,0.15439534187316895,0.14983686804771423,0.2504560947418213,0.10900965332984924,0.30062246322631836,0.07228538393974304,0.28181779384613037,0.022082656621932983,0.19223183393478394,0.10618788003921509,0.27158838510513306,0.07905131578445435,0.31228601932525635,0.04057419300079346,0.3003249168395996
0,0.0,0.4064965844154358,0.08301228284835815,0.3819977045059204,0.15379759669303894,0.3440735936164856,0.2177313268184662,0.343464195728302,0.2722518742084503,0.35391294956207275,0.09900674223899841,0.14397048950195312,0.14769604802131653,0.061341285705566406,0.20201870799064636,0.019293546676635742,0.253648042678833,0.0,0.06679141521453857,0.13359218835830688,0.18466752767562866,0.205624520778656,0.14175349473953247,0.2653987407684326,0.09882718324661255,0.258083701133728,0.04101571440696716,0.15439534187316895,0.14983686804771423,0.2504560947418213,0.10900965332984924,0.30062246322631836,0.07228538393974304,0.28181779384613037,0.022082656621932983,0.19223183393478394,0.10618788003921509,0.27158838510513306,0.07905131578445435,0.31228601932525635,0.04057419300079346,0.3003249168395996
